,date,text,hashtags
0,Sun Mar 18 13:45:13 +0000 2018,Au lieu d'expulser des diplomates Russes il eut été plus concrets et plus pragmatiques de s'occuper des ressortissants info pakistanais présumés responsables de milliers de viols d'enfants à #Telford Mme May a opté pour la facilité face à une monstruosité ethnique,
1,Sun Mar 18 15:47:19 +0000 2018,"Selon l’ex Ambassadeur anglais en Ouzbékistan, le ''Novitchok'' serait ''une arnaque'' comme les ''armes de destruction massives'' irakiennes. Le Royaume U. refuse tt échantillon à l’OIAC Organisation Prévention Armes Chimiques ) de La Haye. #SKRIPAL 
https://t.co/8yArlM6WGb",
2,Sun Mar 18 11:48:32 +0000 2018,"@PhilipJ37 @EugenieBastie Tellement vrai.
S'occuper de Trump et de Poutine c'est tellement plus https://t.co/dbZn0w62hH lieu d'essayer d'enlever la paille dans l'œil de ton voisin,enlève d'abord la poutre dans ton oeil.",
3,Sun Mar 18 15:41:24 +0000 2018,"BOMBE: Le capitaine Barril, ancien commandant du GIGN : « J’ai la preuve de qui a tué Litvinenko – Ce n’est pas la Russie » https://t.co/YJVlLJeW03 via @avic_sy",
4,Sun Mar 18 14:32:39 +0000 2018,"Dans la même semaine #Macron nomme le très ambigu sur l'islamisme #Bellatar au #ConseilDesVilles et boycotte le stand Russe au #salondulivre2018, c'est à dire des écrivains comme Tolstoï ou Dostoïevski
Ce n'est vraiment pas tout net dans son cerveau","['Macron', 'Bellatar', 'ConseilDesVilles']"
5,Sat Mar 17 18:07:58 +0000 2018," Une belle analyse concernant Poutine ..
Nos politicards et surtout les journalistes imbus d’eux même feraient bien de s’inspirer de ces propos..
Mais j’oubliais : 
Il est vrai que seulement les médias ont connaissance de la vérité.
https://t.co/dFV7tOTTbj via @Le_Figaro",
6,Sun Mar 18 15:47:11 +0000 2018,Des irrégularités signalées lors de la présidentielle en Russie https://t.co/hbSjpLoJRD,
7,Sat Mar 17 16:05:27 +0000 2018,Être ami et être en couple avec quelqu'un ce sont 2 choses différentes. Quand vous êtes ami vous rencontré très peu de problème. Quand vous êtes en couple se sont les montagnes russes.,
8,Sun Mar 18 15:47:10 +0000 2018,Le contraire aurait été étonnant ... https://t.co/ejJ0g0zoYM,
9,Sun Mar 18 12:49:29 +0000 2018,Notre correspondante en #Russie @mandraud rapporte des bourrages d’urnes signalés en Tchétchénie et en Iakoutie https://t.co/RbJ3uXo1PJ,['Russie']
10,Sun Mar 18 15:47:06 +0000 2018,@mormach @cheyenne8304 Agent de poutine spoutnik RT traitre a la France,
11,Sun Mar 18 15:46:00 +0000 2018,"""Si le combat est inévitable, il faut frapper le premier"" : Poutine, l'incontournable patron de la Russie https://t.co/3coHAKc3hn par @thblt_marchand #AFP https://t.co/wxhjjCfxVY",
12,Sun Mar 18 15:30:15 +0000 2018,Les images surréalistes partagées par l'opposant n°1 à Poutine sur les accusations de fraude électorale https://t.co/2dV6BYZr6Y,
13,Fri Mar 16 21:27:48 +0000 2018,"Quand un média Russe se fiche ouvertement du petit Macron et de sa com' ubuesque digne de celle de ... Staline !  :
""L'odyssée d'«Emmanuel le majestueux» en Inde vue par Paris Match : «Même les chèvres s'inclinent sur son passage»""

https://t.co/73QWPPcEtH",
14,Sun Mar 18 15:00:11 +0000 2018,"Gérard Depardieu a voté pour la présidentielle russe à Paris #Peopolitique 
https://t.co/B6vbmzjjxA",['Peopolitique']
16,Sun Mar 18 15:46:35 +0000 2018,"POUTINE   4 ème  MANDAT    ...............  DICTATEUR
MERKEL     4 ème  MANDAT    ..............   DEMOCRATE
.
CHERCHEZ   L ERREUR https://t.co/I4GuUNjrR7",
17,Sun Mar 18 15:45:11 +0000 2018,Vladimir Poutine. Sa longévité au pouvoir encore loin des records mondiaux - Monde - https://t.co/3Ng4V4PyXd | @scoopit https://t.co/1NzAu9rg2f,
18,Sun Mar 18 12:57:42 +0000 2018,"Avant d'enlever la paille de l'œil de ton voisin, retire la poutre qui est dans le tien Et en France ce n'est pas mieux, une presse aux ordres, une chaine publique avec un militant #LREM à la direction, une démocratie bafouée, une réforme de la constitution à venir dangereuse etc https://t.co/d1DDmIAecV",
19,Sat Mar 17 20:41:45 +0000 2018,"Russie : 50 lois #Poutine qui ont restreint les libertés depuis 2012.
https://t.co/UlAUmCCn5z https://t.co/ZaQgDvLiH3",['Poutine']
20,Sun Mar 18 09:26:58 +0000 2018,"@EugenieBastie Les médias britanniques aussi lâches et désinformateurs que les nôtres ! Plus facile de s’exciter contre Poutine, en ignorant les infamies qui se passent sur son propre sol !!",
21,Sun Mar 18 15:46:59 +0000 2018,Le Sénat étatsunien menace la Russie de sanctions en cas de vente de S-400 à des pays étrangers (FNA) https://t.co/MzAhVnkFrM via @avic_sy,
22,Sat Mar 17 13:45:51 +0000 2018,"Quand Poutine est élu pour la quatrième fois c'est de la dictature,  quand Merkel est élue pour la quatrième fois c'est de la démocratie. https://t.co/aAriPTIV6A",
23,Sun Mar 18 15:46:56 +0000 2018,@AkimotoHinato @maubec18 La réclamation russe a été ignorée. Je vois pas en vertu de quoi la leur aboutirait.,
24,Sun Mar 18 15:14:16 +0000 2018,Sont marrants tous ces Pro Poutine...pour rien au monde ils iraient vivre en Russie...ils kiffent tout ce qui est US et rèvent de faire du tourisme en US .,
25,Sun Mar 18 15:14:12 +0000 2018,"Louis Aliot, observateur de la présidentielle russe à Moscou.
Le FN montre son attachement à la Sainte Russie, partenaire et même membre indissociable de l'Europe des Nations, qui se construira après l'inéluctable écroulement de l'UE mondialiste.
https://t.co/sIyIBPqVZG",
26,Sun Mar 18 15:46:46 +0000 2018,Elections en Russie : paroles d'électeurs https://t.co/YbrX8fHF72,
27,Fri Mar 16 17:46:45 +0000 2018,"#Russie 

""#Poutine n'est pas notre adversaire. Je me souviens de l'intervention des #Russes en #Syrie pour que les Chrétiens d'Orient soient sauvés."" @ivanrioufol

#24hPujadas https://t.co/6i6BEqTaSq","['Russie', 'Poutine', 'Russes', 'Syrie']"
28,Sun Mar 18 15:33:44 +0000 2018,#GérardDepardieu a voté pour la présidentielle russe à #Paris https://t.co/H3IC4uhJUh via @Figaro_Culture https://t.co/eOjBrbcng6,"['GérardDepardieu', 'Paris']"
29,Sun Mar 18 15:46:39 +0000 2018,Comment Poutine a transformé la Russie en État KGB https://t.co/lrHLLJng4b,
30,Sun Mar 18 15:46:38 +0000 2018,"Aux info,Des irrégularités signalées lors de la présidentielle en Russie: https://t.co/ztQMahAIjO",
31,Sun Mar 18 15:10:21 +0000 2018,"Daesh a repris #Afrin grâce à #Erdogan.
Qui mettra fin aux crimes de la Turquie? #Trump ou #Poutine??

#Turkey https://t.co/ap9ik4M5HK","['Afrin', 'Erdogan', 'Trump', 'Poutine', 'Turkey']"
32,Sun Mar 18 08:33:34 +0000 2018,"#Erdogan : la ville syrienne d'#Afrin est «entièrement sous contrôle», les Kurdes ont «fui»
https://t.co/QXamKm6j1r https://t.co/GTaSQH2Ge8","['Erdogan', 'Afrin']"
35,Sun Mar 18 15:46:34 +0000 2018,"@TheRedFag @martinbrdn (après bon ya pas mal de positionnements qu'ont les camarades russes avec lesquels je suis pas en accord mais il reste mims, j'aime bien les moustaches) https://t.co/BRies9p9fb",
36,Sat Mar 17 18:07:01 +0000 2018,"La sagesse d’une des meilleures spécialistes de la #Russie , à lire et à partager !  « Il ne faut pas juger le pouvoir autoritaire de Poutine à l'aune de nos seuls critères» https://t.co/hCr3NpnEIj via @Le_Figaro",['Russie']
38,Sun Mar 18 14:04:18 +0000 2018,"POUTINE RÉÉLECTION , 4eme mandat, et il emmerde grave l'Europe,  lui remet son pays au rang de grande puissance, comme TRUMP, son pays son peuple,  pas la dissolution des valeurs des traditions organisées par l' UE !! https://t.co/f7F2m55ZHq",
41,Sun Mar 18 15:46:24 +0000 2018,"Des Russes contraints d'aller voter, déclare l'opposition https://t.co/jtqIyYIMhh",
42,Sun Mar 18 15:46:24 +0000 2018,"Quand Poutine est élu pour la quatrième fois c'est de la dictature, quand Merkel est élue pour la quatrième fois c'est de la démocratie. https://t.co/x16ojJygg2",
44,Sun Mar 18 15:46:23 +0000 2018,"@adrenaline1001 @SOSCdOrient Absolument, VIVE LA RUSSIE",
45,Sun Mar 18 15:46:17 +0000 2018,"Face à la Russie, un front européen transpercé - Face à la Russie, un front européen transpercé  Le TempsFull coverage Face à la Russie, un front européen transpercé Mxit International. https://t.co/6o7Md92CUZ",
46,Sun Mar 18 10:02:06 +0000 2018,"#russie
Tout est dit par la veuve de #soljenitsyne
#macron se rêve en #DeGaulle mais est dans les(petits)pas d’#Hollande
Il nous rejoue la stupide crise des #mistrals
s’aligne sans broncher sur la ligne USA/GB sans proposer aucune solution au détriment des intérêts français https://t.co/FoiciK3gfO","['russie', 'soljenitsyne', 'macron', 'DeGaulle']"
47,Fri Mar 16 21:56:21 +0000 2018,"Salon du livre : Natalia, veuve d'Alexandre Soljenitsyne «peinée» par le président français Macron : « Tourner le dos au dialogue avec les gens de la culture et des arts c’est extrêmement étonnant et ne sied pas à un leader politique français » 
https://t.co/bznZwoxlCi",
48,Sun Mar 18 13:44:28 +0000 2018,"#Mayotte
12% de votes.

#Russie

+ de 60% de votes. 
En augmentation par rapport à la précédente présidentielle. 

Non, rien, je cherche où est la démocratie et où les gens y'croient...","['Mayotte', 'Russie']"
49,Sun Mar 18 15:08:49 +0000 2018,"""Un président fort pour un pays fort""
 Vladimir Poutine. https://t.co/129aV4nfug",
50,Sun Mar 18 15:01:47 +0000 2018,"Le président Assad se rend auprès de ses troupes dans la Ghouta après en avoir chassé les groupes djihadistes le jour de la conquête d’Afrin par Erdoğan et de la réélection de Vladimir Poutine.
Tout cela ressemble étrangement à un jeu d’échecs. https://t.co/mZTG2waGzS",
51,Sun Mar 18 15:46:06 +0000 2018,@valerieboyer13 @_Stalker_69_ @BelattarYassine Agent de poutine de spoutnik. RT traitre a la France,
52,Sun Mar 18 15:46:06 +0000 2018,Des irrégularités signalées lors de la présidentielle en Russie https://t.co/LnuX8uUBBB,
53,Sun Mar 18 15:46:04 +0000 2018,"Oui, exactement https://t.co/URZRmcfAaU",
54,Sun Mar 18 15:29:17 +0000 2018,Cette petite impression que les russes se foutent de la gueule des britanniques..  Non ?  #Salisbury #svr #Russie #uk https://t.co/IYuxrX3Xfn,"['Salisbury', 'svr', 'Russie']"
55,Sun Mar 18 15:46:01 +0000 2018,"Exclu de la présidentielle en Russie, Alexeï Navalny mobilise ses … - Exclu de la présidentielle en Russie, Alexeï Navalny mobilise ses ...  La CroixFull coverage Exclu de la présidentielle en Russie, Alexeï Navalny mobilise ses … Mxit International.... https://t.co/oAv15jOSY6",
57,Sun Mar 18 15:46:00 +0000 2018,"Augmenter ses investissements dans la lutte contre le changement climatique, endiguer la corruption, déréguler et privatiser certains secteurs de l’économie... Les défis économiques que doit relever la Russie  https://t.co/QYBYj9rPNN https://t.co/gywf1voDwS",
58,Sun Mar 18 07:38:26 +0000 2018,"Sur France Info à l'instant, d'une ""spécialiste"" de la Russie, après que la présentatrice annonce que Vladimir #Poutine devrait obtenir 70% des suffrages et son quatrième mandat, ""il ne sera pas légitime"" 

Quand le ridicule de ces précieuses ne tue pas. 

#Poutine2018",
59,Sun Mar 18 15:45:00 +0000 2018,"""On nous a forcés"" : des Russes affirment avoir été contraints de voter à la présidentielle 
https://t.co/CYQkhNCvcZ https://t.co/bOGtZNJFKK",
60,Sun Mar 18 09:56:12 +0000 2018,"Depuis 18 ANS au POUVOIR, après avoir modifié la Constitution 
▶️Candidat UNIQUE
▶️Journalistes ASSASSINÉS 
▶️Opposants EMPRISONNÉS ou tués
▶️Médias CENSURÉS 
▶️Homosexuels POURCHASSÉS 

Mais la #Fachosphère pro #Poutine vous dira que c'est #Macron, le ""dictateur"". https://t.co/7Gk15647JF",
61,Sat Mar 17 23:58:50 +0000 2018,"VIDEO⚡️Election #Russe : Jean-Pierre Thomas remet en place Anthony Bellanger le pseudo spécialiste #international de #BFMTV ridiculement anti-#Russe qui ne sait visiblement pas de quoi il parle.
@A_Bellanger @rafftho @FrancoisGapihan #Poutine #Russie https://t.co/3wanDCVhKm","['Russe', 'international']"
62,Sun Mar 18 15:53:44 +0000 2018,"@bernardsala Et alors si c'est un dictateur ? Tant qu'il a le support de son peuple en majorité, je ne vois pas ou est le problème. La démocratie n'est pas une valeur universelle. Les russes sont des pragmatiques ; ils veulent la stabilité et la fierté nationale.",
63,Thu Mar 15 19:44:25 +0000 2018,Affaire de l’empoisonnement de l’ex espion russe #Skripal : cette photo de l’agent toxique est la preuve que c’est bien la #Russie qui l’a tué ! Regardez ! ‍♂️ https://t.co/2hU87xlZ6O,['Skripal']
64,Sun Mar 18 15:53:43 +0000 2018,"Poutine, l'incontournable patron de la Russie - L'Express https://t.co/CqzYeQb0kv",
65,Sun Mar 18 15:53:41 +0000 2018,"""On nous a forcés"" : des Russes affirment avoir été contraints de voter à la présidentielle https://t.co/RIbG23BT9L",
66,Sun Mar 18 15:52:12 +0000 2018,Les élections présidentielles russes ne ressemblent vraiment pas aux nôtres... https://t.co/fZqo0ts9Mg,
67,Sat Mar 17 07:47:09 +0000 2018,"Poutine, bientôt un quatrième mandat = dictateur. 
Angela Merkel, 4 mandats = démocrate.

On peut arrêter de se foutre de la gueule du monde ?",
68,Sun Mar 18 14:42:51 +0000 2018,"#Poutine
« Les quatre guerres qui ont émaillé ses dix-huit années de mandat se sont traduites par des regains de popularité. »
@lemondefr  https://t.co/OZbEmMkMQJ",['Poutine']
70,Sun Mar 18 15:53:32 +0000 2018,"@Kimyongur @_Stalker_69_ @SweeneySteve En Europe, on se préoccupe davantage de Poutine que d'Erdogan. Une grave erreur que l'on risque de payer car le pouvoir de la Turquie est renforcé par cette appropriation.",
71,Sun Mar 18 15:51:14 +0000 2018,On se croirait en 1997 à la mairie du 5e arrondissement de Paris !! https://t.co/w5XbJpK7Ge,
72,Sun Mar 18 15:44:32 +0000 2018,"#Russie : Des images surréalistes de fraudes dans les bureaux de vote russes  ⏬
https://t.co/DLzvveqeju https://t.co/50SJO5qX84",['Russie']
73,Sun Mar 18 12:58:27 +0000 2018,Parce que c'est un excellent président ! Pas plus compliqué que cela . https://t.co/syP4uggtb2,
74,Sun Mar 18 06:31:23 +0000 2018,Pourquoi les Russes continuent-ils à voter pour Vladimir Poutine? https://t.co/Yyl8d00EKW https://t.co/PJR6IXvEVc,
75,Sun Mar 18 09:35:32 +0000 2018,"A l'occasion de l'élection présidentielle en Russie, lire ou relire Larissa Zakharova (""S'habiller à la soviétique. La mode et le dégel en URSS"", @CNRSEd, 2011) https://t.co/pEPQy0v0PR https://t.co/IkYIk5yUdL",
76,Thu Apr 26 07:45:41 +0000 2012,"1959 : Christian Dior à Moscou. 1956,1960 et 1965 : délégations de la mode soviétique à Paris. Larissa Zakharova sur @france_culture.",
77,Sat Mar 17 12:12:16 +0000 2018,"La forme de guerre la plus violente est la guerre raciale; c’est une guerre d’extermination. Pour cette raison, le conflit avec la Russie est si dur. Il a tous les traits d’une guerre raciale : entre les Blancs qui veulent vivre et les Blancs qui veulent mourir",
78,Sun Mar 18 08:34:00 +0000 2018,"VIDEO⚡️Gilles Rémy (PDG de Cifal) : «Le #Russe moyen considère que l'#Europe a complètement abandonné les #Chrétiens d'Orient et que la #Russie est aujourd'hui le seul pays qui a une politique cohérente et qui est le dernier protecteur de ces populations.»
#Poutine @SOSCdOrient https://t.co/udnjT2Tf1D","['Russe', 'Europe']"
80,Sun Mar 18 15:53:25 +0000 2018,"Plusieurs raids aériens russes ont bombardé des localités à la campagne nord de Hama: Kafr Zita, A-Sakhr. Quelques civiles sont blessés. 
#Syrie",
81,Sun Mar 18 09:48:32 +0000 2018,Et pendant ce temps ❗️ Quelle Honte  https://t.co/vUk1l9Hd1I,
82,Sun Mar 18 09:23:46 +0000 2018,"Élection Russie. Louis Alliot, le député du @FN_officiel est à Moscou en tant qu'observateur. Il fait partie d'une délégation de 26 parlementaires français, dont plusieurs FN, conduite par Thierry Mariani @RMCinfo https://t.co/jp1hwOhGYj",
83,Fri Mar 16 18:15:37 +0000 2018,Je veux avoir un mot de solidarité pour nos amis britanniques. Tout porte à croire que le gouvernement russe est impliqué. Nous réaffirmons notre volonté commune d’interdire toute utilisation d’arme chimique.,
84,Sun Mar 18 14:51:05 +0000 2018,"Poutine au Québec, ça serait @JFLisee @kick1972 @gravela_rc @PKP_Qc @RiMartineau @PacoLebel @F_Cardinal @amirkhadir qui disparaissent la même année. https://t.co/DSDx0ORkJQ",
85,Sun Mar 18 15:53:21 +0000 2018,"Affaire de l'espion russe : ""Il faut frapper Poutine au coffre-fort"". La formulation sur le poison : ""agent neurotoxique de qualité militaire, d’un type développé par la Russie"" ne signifie pas que ce sont les russes qui l'ont produit.
https://t.co/izLCyYLBPy",
87,Sun Mar 18 11:36:00 +0000 2018,"Les médias russes me débectent ! Une telle propagande à la gloire de Poutine, quelle honte... https://t.co/wQ3zxig9KF",
90,Sun Mar 18 14:51:48 +0000 2018,"#PoseTonBoycott 
Après avoir boycotté Bachard al-Assad en Syrie, j'ai décidé d'aller boycotter #Poutine aujourd'hui en Russie https://t.co/QuH69U1Dup","['PoseTonBoycott', 'Poutine']"
91,Sun Mar 18 15:53:10 +0000 2018,"Retweeted Quotidien (@Qofficiel):

Vu hier pendant le dernier débat de l’élection présidentielle russe : un... https://t.co/TJbwh7yOT0",
94,Sun Mar 18 15:53:08 +0000 2018,"Il faut, hélas, rappeler aux journalistes que l'usage de l'expression ""élection présidentielle"" concernant ""l'élection"" de #Poutine est incorrect. Aucune liberté d'information en #Russie, aucun candidat libre, aucun contrôle honnête des bureaux de vote. #Putin #Fake https://t.co/nqnvOxMJVQ",
95,Sun Mar 18 15:39:17 +0000 2018,"Russie: Poutine en route pour un 4e mandat, l'opposition dénonce des fraudes https://t.co/NG9ngxUb7S https://t.co/vZFLVxJ50x",
96,Sun Mar 18 14:14:07 +0000 2018,"Il est plaisant d'entendre pérorer ceux qui critiquent la démocratie russe quand ils ont participé eux-mêmes à fausser l'élection présidentielle par une instrumentalisation politique très ""poutinienne""!",
98,Sun Mar 18 15:53:07 +0000 2018,Des irrégularités signalées lors de la présidentielle en Russie https://t.co/1XWBtOoq6k #Lemonde,['Lemonde']
99,Sun Mar 18 15:27:18 +0000 2018,"Londres finalement «prêt» à coopérer avec la Russie sur le dossier Skripal
https://t.co/U69ZaoSmag https://t.co/8JejB75iX9",
100,Sun Mar 18 15:52:59 +0000 2018,@verbosemedusa @RenaudCamus Allié de Poutine pour trahir la France,
101,Sun Mar 18 15:25:00 +0000 2018,Depardieu un peu agacé qu'un journaliste lui demande pourquoi il a voté pour la présidentielle russe https://t.co/2RyjcJXKl3,
102,Sun Mar 18 09:41:22 +0000 2018,"Notez bien les noms des parlementaires français détachés en Russie en tant qu'observateurs pour draper Poutine des oripeaux démocrates.

ET NE VOTEZ JAMAIS POUR EUX.",
103,Fri Mar 16 19:00:30 +0000 2018,"Vu hier pendant le dernier débat de l’élection présidentielle russe : un échange très ""courtois""… 
#Quotidien https://t.co/NXuht56A6j",['Quotidien']
104,Sun Mar 18 13:53:44 +0000 2018,"Transpédébigouines tou.te.s contre l'autocratie de Poutine Bons baisers queers de Paris aux LGBTQI de Russie 

#ToRussiansWithLove #БогородицаДеваПутинаПрогони #ИдиНаХуйПутин #РадужныеПротивФашизма #ЯЧеловекАНеПропаганда https://t.co/d7fPjbn23a",
105,Sun Mar 18 13:14:01 +0000 2018,"Contre #Poutine, vive la “propagande homosexuelle” et vive nos identités Arc-En-Ciel !
#ToRussiansWithLove  ! https://t.co/eX2hxD4AvH","['Poutine', 'ToRussiansWithLove']"
106,Sat Mar 17 17:58:04 +0000 2018,"Une #FakeNews pour discréditer #Poutine et la #Russie? 
Coup de théâtre ? Selon l’ancien Ambassadeur britannique en Ouzbékistan, le « #Novitchok » serait « une arnaque comme les armes de destruction massives » irakiennes. #Skripal
https://t.co/vEGEmLDoa6","['FakeNews', 'Poutine', 'Russie']"
107,Sun Mar 18 15:52:53 +0000 2018,@SondageLiveFr Oui et nous le remercions ainsi que nos amis russes pour leur lutte contre les #Islamistes . Sans eux nous aurions eu encore plus d'attentats,['Islamistes']
109,Sun Mar 18 15:52:14 +0000 2018,"Russie: l'opposition et des ONG dénoncent des milliers d'irrégularités 
 https://t.co/7B3x3CqocX https://t.co/uz5dmQd80u",
110,Sun Mar 18 15:52:48 +0000 2018,"@Haldrix @FVache @Tancrede_Crptrs Bourrer les Russes, bourrer les urnes, Vive Poutine! https://t.co/1J5LRIX5wL",
112,Sun Mar 18 07:24:55 +0000 2018,"#PerfideAlbion #NaivetéFrançaise
Confirmé par Bloomberg: pendant que nous suivons stupidement les britanniques dans leurs #sanctions contre la #Russie, leurs investisseurs institutionnels achètent discrètement et massivement le nouvel emprunt d’Etat Russe https://t.co/Vpm0eFNEpq","['PerfideAlbion', 'NaivetéFrançaise']"
114,Sun Mar 18 15:52:44 +0000 2018,L'opposition et des ONG dénoncent des milliers d'irrégularités en Russie https://t.co/wVrObJ0O0i,
115,Fri Mar 16 18:20:18 +0000 2018,"#Russie : avant l'élection présidentielle de dimanche ➡ comprendre le bilan accablant de Vladimir @PutinRF à propos de la #LibertéDeLaPresse
https://t.co/bjN7H8hvIM https://t.co/cqdkiebWTw",['Russie']
117,Sun Mar 18 10:54:27 +0000 2018,"Si Vladimir Poutine avait fait mettre en examen le chef de l’opposition, trois mois avant l’élection, que n’aurait-on lu et entendu ?
En France, @FrancoisFillon , après 36 ans d’une vie publique exemplaire, a été mis en examen à trois mois du scrutin. https://t.co/d5pECc4vUd",
118,Sun Mar 18 11:10:43 +0000 2018,Les autorités russes ont invités quelques dignitaires #FN dont Louis Aliot à venir clamer bien haut que le plébiscite en faveur de Poutine est très démocratique. Thierry Mariani est également invité pour chanter le bonheur des habitants de Crimée.  https://t.co/5uXpgsZkXY,['FN']
119,Sun Mar 18 12:06:23 +0000 2018,"Le vieux con de #Depardieu a donc voté pour son ami , le grand démocrate #Poutine :
Quand tu es proche de #Kadyrov , #Poutine te parait un peu fade 
#RussiaElections2018

Le Parisien : Election présidentielle russe : Gérard Depardieu a voté à Paris. https://t.co/i1alSWO9yg","['Depardieu', 'Poutine', 'Kadyrov']"
121,Sun Mar 18 15:54:49 +0000 2018,@Krisdub67 @JRochedy L'extrême-droite est grassement payés par Poutine pour affaiblir l'Union-Européenne et la faire explosée tu comprends ... c'est leur fond de commerce,
122,Sun Mar 18 15:54:47 +0000 2018,La Russie se rend aux urnes à l’élection présidentielle https://t.co/oWypfftplR,
123,Sun Mar 18 15:00:02 +0000 2018,"Des #cosmonautes votent à la présidentielle depuis #Baïkonour

⚡️ EN CONTINU : 
➡️ https://t.co/AzwcUNILbp https://t.co/n8rRIg1PRP","['cosmonautes', 'Baïkonour']"
125,Sun Mar 18 07:51:23 +0000 2018,Le soleil ne se couche jamais sur le territoire de la Russie (11 fuseaux horaires) Un pays divers difficile à appréhender il faut de l’humilité intellectuelle et une grande expérience pour analyser et juger ce pays Mais nos rédactions parisiennes ont la science infuse #Moscou,
126,Sun Mar 18 15:54:07 +0000 2018,@komaritski @LnVdOBLlgCoKvn9 @roads2 @mishell838 @sushilpershad @LevykinV @vnsoft1 @pankajanand2965 @pantone213u @kazurin4428 @pilot_svb @jwbranda @Lora020563 @shinunao2 @Elena_Orexova @PerezVizar @CreativeTanja @Chandra1Vinod @lana_liss @mujahidgrw @cko_mx @prayoga9090 @sergey_silkin @HasmukhSoni17 @lazurit_plus @0226baba @StephanieH9229 @bcavalli3333 @lex31555 @Lidija_Kojic @sminaev2015 @shizu__ @fahd_elnesr @paparosso60 @kimukimukimu81 @daniel_2509 @PtrSerg @schettanya @SrgPtr @lilo623 @Listev1 @semljnika @BluesignV @Quinnqueens @MoMo_SanDiego @SimonettaLein @macunaimaz Montagne de Géorgie en Russie https://t.co/XfLiaXZINj,
127,Sun Mar 18 15:54:37 +0000 2018,Des électeurs à poils et à réaction en Russie https://t.co/cqZlrhLi2U via @YouTube,
128,Sun Mar 18 15:54:37 +0000 2018,"Pas Gorafi. Un Antonov AN-12 russe qui transportait 9,3 tonnes d'or a perdu une partie de sa cargaison au décollage. https://t.co/yCQitmcXi2",
130,Sun Mar 18 15:54:33 +0000 2018,"#Russie: l'échec cinglant de la politique économique.
Un #PIB en baisse, des #exportations hyper dépendantes des hydrocarbures, une #démographie malade, une conso qui suivra la même pente... https://t.co/g3Pi4sBjOk","['Russie', 'PIB', 'exportations']"
131,Sun Mar 18 09:08:50 +0000 2018,"Quand tu attends paisiblement d'être accusé d'être responsable de la vague de froid, de l'avalanche en Suisse, des réformes de la SNCF, et du décès de Stephen Hawking.
#Russie https://t.co/4C0Pdzjgra",
133,Sun Mar 18 15:54:27 +0000 2018,"@BFMTV Poutine, pour ces élections, était il?",
134,Sun Mar 18 09:56:03 +0000 2018,Election présidentielle russe: la Commission électorale victime d’une cyberattaque  https://t.co/JIH1XA4K7o https://t.co/jyI3yMdnrV,
135,Sun Mar 18 15:54:24 +0000 2018,La Russie prête à riposter en cas d’une éventuelle frappe US contre Damas: https://t.co/tOTbJRtNsv via @sputnik_fr,
136,Sun Mar 18 11:57:04 +0000 2018,"Il avait déclaré à propos de Poutine : “C'est un homme avec un grand H, un humaniste”... https://t.co/2fgekS3ht0",
143,Sun Mar 18 15:54:17 +0000 2018,C’est un système d’observateurs internationaux parallèle? Louis Aliot a-t-il la qualité d’observateur international? Encore de l’apparat et de la contrefaçon d’administrations/savoirs que le système Poutine ne pourra jamais concurrencer loyalement. https://t.co/qFABFP0wYs,
148,Sun Mar 18 05:02:57 +0000 2018,"VIDEO⚡️Helena #Perroud : «Le #Russe est #fier et #Patriote. Ce n'est pas indifférent de savoir que le mot “Patrie” en russe s'écrit avec une majuscule, là où le mot “Etat” en russe s'écrit avec une minuscule»
#выборы2018 #ElectionRusse2018 #Poutine https://t.co/5OuxzJxMXy","['Perroud', 'Russe', 'fier', 'Patriote']"
149,Sun Mar 18 14:54:03 +0000 2018,"VIDÉO - Gérard Depardieu a voté pour la présidentielle russe
Parce que oui, souvenez-vous, il possède un passeport russe. https://t.co/G2clhWdXuc https://t.co/ALaPudYhHY",
150,Sun Mar 18 13:32:42 +0000 2018,"« Le principal atout de #Poutine, c’est l’absence d’une alternative jugée crédible » https://t.co/0CftFUz7o9",['Poutine']
151,Sun Mar 18 15:54:09 +0000 2018,@Cariboudechou @BFMTV Ni à l alcolique predecesseur de poutine,
152,Sun Mar 18 15:54:08 +0000 2018,"Il y quelque chose de positif chez Poutine? Ah, j’oubliais la guerre d’Ukraine, 10000 morts (sans compter les morts russes qui n’existent pas), 1,3 millions de réfugiés, et la haine des ukrainiens vis à vis des russes! https://t.co/4BBJ2EvvwB",
153,Sat Mar 17 21:25:31 +0000 2018,Info du soir « Ne rapportez que ce qui peut etre négatif pour Poutine! » Consigne des rédactions parisiennes à leurs correspondants envoyés pour les élections présidentielles à #Moscou,
154,Sun Mar 18 14:39:26 +0000 2018,"Les Russes vont faire confiance à Poutine
https://t.co/dIdsE9xb66 https://t.co/IqEp79k55W",
156,Sun Mar 18 15:54:05 +0000 2018,Accusations de fraude en Russie : les images surréalistes partagées par l'opposant n°1 à Poutine #WTF https://t.co/DsmY9Tthxt,['WTF']
157,Sun Mar 18 15:54:04 +0000 2018,@Haldrix @FVache @Tancrede_Crptrs Et en Russie?,
158,Sun Mar 18 15:54:04 +0000 2018,"@geoffdelc Le jour de la présidentielle russe, c’est LOUCHE",
160,Sun Mar 18 15:54:02 +0000 2018,"@LouisRielFrance @uxerrois89 Les russes rouges, le bolchevisme juif dans toute sa puissance...... https://t.co/z6MBA1rcn1",
