,date,text,hashtags
3456,Sun Mar 18 16:48:27 +0000 2018,"@SirLawrenceBarr Oui la Russie a un vrai complexe d'infériorité, Poutine a su s'en servir.",
3458,Sun Mar 18 16:48:26 +0000 2018,@BriseMolaire Le gouvernement a surtout mis un énorme fuck au gouvernement Japonais qui avait averti les mexicains de ne pas le faire,
3460,Sun Mar 18 16:48:24 +0000 2018,"@Alex_Nicolet @grognard_d @gwendoSta Oui, merci de rectifier la forme. Mais cela ne doit pas vous faire oublier ce qu'il se passe dans les camps en Russie.",
3461,Sat Mar 17 21:02:04 +0000 2018,"#France - #Sncf - #Ferroviaire
Extrait du reportage F3 Éd. nationale du 19/20 du sam 17/03/2018, relatif à la ligne #Clermont / #Nimes (Cévenol), avec l'intervention @GibelinLuc, Vice-Président @Occitanie en charge des Transports. https://t.co/GjacvuhrB7","['France', 'Sncf', 'Ferroviaire']"
3466,Fri Mar 16 14:43:23 +0000 2018,Effectivement je pense qu'il faut réformer le gouvernement https://t.co/GNak5G2xeV,
3467,Wed Mar 14 08:48:03 +0000 2018, #SNCF : Êtes-vous favorable à la réforme du gouvernement ?,['SNCF']
3468,Sun Mar 18 16:48:22 +0000 2018,"Ce clan s'était partagé la Russie. Pour ne rien arranger, les judéités de certains d'entre-eux ont alimenté l'antisémitisme russe qui a cette tendance à s'imbriquer dans ce chauvinisme russe si bien détaillé chez les grands écrivains russes.",
3469,Sun Mar 18 16:49:09 +0000 2018,#Mayotte Les #Gendarmes sont pleinement mobilisés pour assurer la sécurité de la population et le fonctionnement des services sur l'Île. #GendarmerieEnOpération https://t.co/RHMtmkdlpP,"['Mayotte', 'Gendarmes']"
3472,Sat Mar 17 11:31:35 +0000 2018,Ça commence mal ! Et dire que le gouvernement prétend lutter contre la fraude fiscale et la délinquance en col blanc  https://t.co/0JRB6g2K1h,
3475,Sun Mar 18 16:49:06 +0000 2018,@libe mieux que #Poutine avec #medvedev,"['Poutine', 'medvedev']"
3476,Sun Mar 18 16:19:13 +0000 2018," INFO - #Mayotte: Les #Comores ""instrumentalisent"" la crise migratoire à #Mayotte selon Thomas M'Saïdié maître de conférence en droit public au centre universitaire de Mayotte."" https://t.co/ayjJExYnYi","['Mayotte', 'Comores', 'Mayotte']"
3478,Sun Mar 18 16:49:05 +0000 2018,Poutine &amp; Balkany: mêmes cons bas https://t.co/ZgHvRMxzlJ,
3481,Sun Mar 18 06:44:15 +0000 2018,"Les élections #legislativespartielles à #Mayotte se déroulent dans des conditions surréalistes avec les plus grandes difficultés voir impossibilité pour les electeurs de se rendre dans les bureaux de vote, dans une île paralysée. @afpfr @libe @Le_Figaro @lemondefr","['legislativespartielles', 'Mayotte']"
3482,Sun Mar 18 16:49:04 +0000 2018,"@ChristinaJo5 
la vache, la honte des gens qui soutiennent la sosote lepen !!!
elle a le QI d'un poulpe, pas assez intelligente pour être présidente !
en plus elle a vendu son âme à poutine, c'est un parti de l'étranger le FN",
3483,Sun Mar 18 16:49:04 +0000 2018,"Présidentielle en Russie : qui est Ksenia Sobtchak, l'opposante la plus proche et dangereuse de Vladimir Poutine ? https://t.co/1dGg3FsfZM #FRANCE",
3487,Sun Mar 18 16:40:48 +0000 2018,"« Je m'appelle Hercule Poirot, et je suis probablement le plus grand détective au monde. » Le train bleu, Agatha Christie https://t.co/vOEZBGtJHB",
3489,Sun Mar 18 16:49:02 +0000 2018,Mayotte : un accident de notre histoire https://t.co/f3Z1SyvzE8 via @Le_Figaro,
3491,Sun Mar 18 16:49:02 +0000 2018,"@Alex_Nicolet @KeridwennF @FN_officiel @MLP_officiel @lesRepublicains @FrancoisFillon C'est vrai qu'en France, quand on manifeste/critique contre le gouvernement on se fait matraquer, détenu arbitrairement. Lorsqu'on sort avec le drapeau gay, idem, on va en prison. Vivez-vous en France ?",
3493,Sun Mar 18 16:49:02 +0000 2018,Les images surréalistes partagées par l'opposant n°1 à Poutine sur les accusations de fraude électorale https://t.co/XBDMAXBRRM,
3495,Thu Mar 08 19:09:23 +0000 2018,"2. Êtes-vous satisfaits du Premier ministre Édouard #Philippe ?
#gouvernement","['Philippe', 'gouvernement']"
3496,Thu Mar 15 07:14:33 +0000 2018,VIDEO⚡️Maria #Zakharova (Porte-Parole du Ministère Affaires étrangères #Russe):«Aucun média #britannique ne travaillera en s'ils ferment @RTUKnews. Personne ne peut se présenter devant son parlement et dire “Je donne à la #Russie 24h”.Qu'est-ce que c'est que ces histoires?» https://t.co/4qMaJhtPm6,"['Zakharova', 'Russe', 'britannique']"
3498,Sun Mar 18 15:55:23 +0000 2018,"#SNCF
Etes-vous pour ?",['SNCF']
3502,Sun Mar 18 16:37:24 +0000 2018,"Dans sa volonté de s'opposer systématiquement au gouvernement, Mme Pires Beaune ne trouve rien de mieux que de ressortir un article de septembre 2014. 
Ca en dit long sur la capacité du #PS à être un parti d'opposition... https://t.co/KA3YoMS3GU",
3503,Sun Mar 18 13:48:36 +0000 2018,"Quand on a un chauffeur 80 km/h ou 90 km/h ça ne change rien, on change juste de chauffeur !
Le chauffeur d'Emmanuel Macron flashé à plus de 200 km/h | via @ouestfrance  https://t.co/24CZE5SlMR",
3504,Fri Mar 16 12:00:06 +0000 2018,"Tout chômeur qui n'acceptera pas n'importe quel job à temps partiel sous-payé à 1h de chez lui sera radié des listes.

Par contre, les employeurs auront un droit à l'erreur, une fiscalité avantageuse, et pourront licencier plus facilement. 

Macron, facilitateur de casse sociale. https://t.co/KApepe9D6L",
3506,Sun Mar 18 16:48:54 +0000 2018,Depardieu n’avait pas sa pièce d’identité ? #élections  https://t.co/XeNM1qSyZx,['élections']
3512,Fri Mar 16 06:50:57 +0000 2018," @vpecresse sur la #SNCF :""Ma responsabilité c'est de dire au gouvernement et à la SNCF que si le service n'est pas au rendez vous, les usagers doivent être remboursés"" #RTLMatin  https://t.co/xK8wtKvlXr",['SNCF']
3515,Sun Mar 18 12:21:00 +0000 2018,"En #Russie, le plus grand ennemi de la liberté de parole n’est pas celui auquel vous pensez.

Explorez le #Runet sur https://t.co/4BuDn2y0XB  https://t.co/PlmlyH7hKX","['Russie', 'Runet']"
3521,Sun Mar 18 16:48:51 +0000 2018,bravo ... il faut que ça avance pour que notre pays se redresse après tant d'immobilisme durant ces dernières décennies ... https://t.co/DmiI7rh6CP,
3523,Sun Mar 18 16:48:50 +0000 2018,"@d2risto Rien de tel qu'un bon bourrage d'urne en #Démocratie chez #Poutine. La majorité des #russes s'en fout. C'est un mec qui a des #couilles et est #orthodoxe...
Ça file droit (tout opinion contraire est fortement déconseillée...)
Les #Russes ignorent ce qu'est la #démocratie...","['Démocratie', 'Poutine', 'russes']"
3526,Sun Mar 18 12:50:24 +0000 2018,"@bgzjul @Thomaspon1 Le plus consternant est ce blackout absolu de nos ""informateurs"" sur ce sujet, sur l'affaire du viol d'un millier de gamines par un gang paki en GB depuis 30 ans, sur la réaction de Mme Soljenitsyne au boycott de Jupiter du stand russe etc etc.
Le totalitarisme n'est plus soft..",
3528,Sun Mar 18 13:36:45 +0000 2018,Haïti - Culture : Tournage en Haïti du Clip de l'hymne de la Coupe du Monde Russie 2018 https://t.co/SR3Fv62rku via @HaitiLibre https://t.co/xN10ddUxN5,
3529,Sun Mar 18 16:48:48 +0000 2018,Enfin quelqu’un de réaliste en #Guinee au lieu de faire des débats qui ne serviront limite à #R faites en sorte que ces infos ne soient dans l’oubli #Kibaro @GouvGN https://t.co/rntRL3JKYg,"['Guinee', 'R']"
3530,Sat Mar 17 18:00:16 +0000 2018,"Bonsoir à tous, messieurs et mesdames du gouvernement,les personnes de bonne volonté je vous informe sur l'état des 4 ponts.Ça se dégrade du jour au jour.Avant qu'il ne soit trop tard c'est le moment de réagir.Merci d'avance cordialement @GouvGN @LamineGUIRASSY @Teliwel @bahoro09",
3531,Sun Mar 18 16:48:48 +0000 2018,"En Russie aussi , c'est la loi de la jungle...Et pendant ce temps là Poutine sera élu pour le 4 ème mandat il est président jusqu' à 2024 et peut plus longtemps",
3532,Sun Mar 18 16:48:47 +0000 2018,"Monsieur le President de toutes les Russies, avec des guerres regionaux s' est posisionne parmi sa population, specialemente la plus demuni... https://t.co/uf3Cyfp8gC",
3535,Sun Mar 18 16:49:42 +0000 2018,"Poutine prêt au sacre des urnes, l'opposition crie à la fraude https://t.co/1TGeKKSzoj",
3537,Sun Mar 18 16:49:41 +0000 2018,"@coriscosm ici pour la dernière version( page 14 du Forum Russe )  https://t.co/x3QVBtpWjP et faire Download . 
Pour le Forum , c'est ici : https://t.co/qQzgToL4SG 
73's",
3538,Sun Mar 18 16:49:40 +0000 2018,"#macron #gouvernement #blanquer #vidal La formation des futurs imams de l' #islam de France prévoit-elle la lecture d'""Une brève histoire du temps"" de Stephen #Hawking ? https://t.co/wF7fBCJ9Rp","['macron', 'gouvernement', 'blanquer', 'vidal', 'islam']"
3541,Thu Mar 15 20:53:10 +0000 2018,"Message clair et net ! J'ai toujours étais contre les consignes de vote. Le sein objectif du #FN dans cette consigne est d'alimenter la polémique des médias... Mais la position de @lesRepublicains et de @laurentwauquiez est claire, il n'y aura aucune alliance avec le #FN ! https://t.co/ghpXWRvrnH",['FN']
3542,Thu Mar 15 18:55:56 +0000 2018,Les électeurs de Mayotte n’ont pas besoin de consigne de vote. Nous invitons tous ceux qui refusent l’abandon de Mayotte par Macron et le gouvernement à voter pour notre candidat.,
3547,Sun Mar 18 16:49:36 +0000 2018,@Le_Figaro Mayotte n a rien de française.,
3549,Sun Mar 18 14:08:56 +0000 2018,"Dans le baba, les LR et les FN ! 
""Une estimation inédite montre que les accidents mortels se concentrent  sur les axes secondaires en zone rurale et valide la volonté du  gouvernement de limiter la vitesse à 80km/h""
https://t.co/MaZ5q88Pto",
3551,Sun Mar 18 16:49:32 +0000 2018,@CathyInTheWay @fabricepierrot @France5tv @AnneNivat Dans la Russie de Poutine on extermine les homosexuels dans des camps,
3552,Sun Mar 18 16:49:30 +0000 2018,"@BourseADes Humour russe : le vrai nom de Vladimir Poutine est Pourfèrlavécel...
Pardon,  je suis déjà sortie , ne me tapez pas!",
3553,Sun Mar 18 16:49:30 +0000 2018,@coeuradroite @valerieboyer13 @dufailly1 @doorjean @ChakrinaElad @lesRepublicains Vous croyez qu' en quelques mois il a tout réglé  ! ! Revoyez  l histoire de Mayotte,
3555,Sun Mar 18 16:49:28 +0000 2018,@hey_loudie @SNCF ça sera complique cette affaire...,
3557,Sun Mar 18 16:49:23 +0000 2018,"N’est ce pas ce qui prime sur l’avis des étrangers , gouvernants ou pas? https://t.co/sDHfBPVuC8",
3559,Sun Mar 18 16:49:22 +0000 2018,Bruno c est un blaireau. La double peine. Car le retraité ne peut pas retourner bosser. Personne n en veut. https://t.co/WOA2QpxynL,
3561,Sat Mar 17 07:18:16 +0000 2018,"Bonjour

Moi, désormais quand je vois un sujet sur la grève sncf ! 

Bon Samedi et profitez bien https://t.co/Mr9ntW7lMx",
3565,Fri Mar 16 11:53:53 +0000 2018,SNCF : voici les 36 jours de #greve prévus jusqu’en juin &gt;&gt; https://t.co/mttLXHphZK #grevesncf #SNCF https://t.co/Msmtv0IJte,"['greve', 'grevesncf', 'SNCF']"
3569,Sun Mar 18 11:49:13 +0000 2018,"En #Espagne, la grève des #retraités se convertit en mouvement contre la politique économique du gouvernement via @Mediapart https://t.co/rgGqxagymV","['Espagne', 'retraités']"
3570,Mon Mar 12 16:36:28 +0000 2018,OL - Corentin Tolisso fait l'éloge de J-M Aulas @OL  Corentin est un grand joueur mais c'est aussi une personnalité épatante je savoure déjà à l'avance sa participation à la campagne de Russie cet été : 1 joueur exceptionnel un garçon exquis ! https://t.co/lAGm5BFJBf,
3571,Sun Mar 18 16:49:16 +0000 2018,"#Russie A 16 heures, l'ONG Golos faisait état de 2 288 cas d'irrégularités https://t.co/j6Yg8NycgJ",['Russie']
3572,Sun Mar 18 16:49:16 +0000 2018,Très hâte du livetweet de @Guillaume_Alv en direct de Vladivostok des premières estimations de sortie de bureaux de vote pour l’élection présidentielle russe  https://t.co/CltDIwQaVC,
3573,Sun Mar 18 07:12:36 +0000 2018,"@99pourcent @a_saidane Même le ""vilain dictateur Poutine"" voulez-vous dire... https://t.co/nNyNIUaR1x",
3578,Sun Mar 18 16:49:15 +0000 2018,"Mariani, Aliot... ces #Démocrate pro-Poutine à l'inverse des #Journalopes invités par Moscou en tant qu‘«observateurs» https://t.co/VmnTUhugeY via @Le_Scan","['Démocrate', 'Journalopes']"
3582,Sat Mar 17 18:31:33 +0000 2018,A revoir | Le gouvernement gabonais dément la menace de suspension d’aide par le FMI diffusée par ... https://t.co/CzyxcMr8Iy https://t.co/8BnGOceRtm,
3583,Sun Mar 18 16:49:14 +0000 2018,"@BFMTV Qui ça choque ?
Surtout venant de de la Russie ",
3584,Sun Mar 18 16:05:44 +0000 2018,"#Pinault simple fric...
Quand un #Gouvernement ne fait rien contre l' #EvasionFiscale, c'est qu'il en est complice...
#VerrouDeBercy
#paradisepapers
#panamapapers
ça suffit.
@traduisonsles 
#Greve22mars https://t.co/5UoWaQqpp3","['Pinault', 'Gouvernement', 'EvasionFiscale']"
3585,Sun Mar 18 15:31:27 +0000 2018,"Après les révélations de @mediapart, le ministre de l'Economie @BrunoLeMaire annonce qu'une enquête fiscale est en cours concernant les 2,5 milliards d'€ d'impôts auquel Kering a échappés entre 2002 et 2017. 
L'enquête (en accès libre jusqu'à ce soir)
https://t.co/9nktz1m0Qw",
3588,Sun Mar 18 16:49:11 +0000 2018,@ibalkany Merci Isabelle! Un peu d'air dans ce carcan gauchiste qu'est notre beau pays. C'est qui ces 2 Russes? Des mecs en affaire avec Patrick ? Le coquin!!!!,
3589,Sun Mar 18 04:36:40 +0000 2018,Martiros SARIAN (1880-1972) #peintre #arménien né en Russie https://t.co/6fdPdfjYcx,"['peintre', 'arménien']"
3590,Sun Mar 18 16:50:15 +0000 2018,@JeSuisUnRennais @SNCF J'ai déjà 1h30 de train ptdr je mettrai 2j en vélo,
3591,Sun Mar 18 16:50:14 +0000 2018,"@MichelGuimbert2 bah un hôtel particulier dans le 6 e et la possibilité de cracher dans la soupe en France en vivant dans l'intelligentsia russe qui n'a effectivement aucun souci de misère, de censure, de travail... c'est le pied",
3595,Sun Mar 18 13:38:53 +0000 2018,@LCapitoul @MarcelinoF54 @Richoulek Pourquoi voulez vous qu'il y ait une culture russe quand @EmmanuelMacron dit à Alger devant une dictature musulmane que la culture française n'existe pas  ?,
3598,Sat Mar 17 20:17:07 +0000 2018,Des citoyens de Mayotte organiseraient des rondes pour livrer les clandestins à la gendarmerie https://t.co/h65hV0PTCe https://t.co/IapFBAtPAr,
3599,Sun Mar 18 16:50:09 +0000 2018,Cause toujours. On ne te croit pas. Il fallait commencer par le plus facile : s’associer à la votation sur le nucléaire et arrêter de demander à la France du non d’oublier 2005. https://t.co/0Eki7Sm4VO,
3604,Sun Mar 18 16:50:06 +0000 2018,Le gouvernement Belge vend et solde un article très rapidement  https://t.co/gnxMCbsj3Q,
3610,Sun Mar 18 16:50:03 +0000 2018,@AneSucre Agent de Poutine paye pour déstabiliser la France,
3611,Sun Mar 18 16:50:02 +0000 2018,Présidentielle russe : Gérard Depardieu a voté à Paris https://t.co/Zgop0o3dya,
3613,Sun Mar 18 16:50:01 +0000 2018,Heureusement qu'il n'y a qu'1 candidat... https://t.co/seWwhZtkiQ,
3616,Thu Mar 15 19:23:35 +0000 2018,"Paul Barril « ex sécurité intérieure &amp; contre-terrorisme &gt;&gt;  annonçe qu’il détient des documents prouvant qu’Alexandre #Litvinenko, est mort d’un empoisonnement par les services spéciaux américains &amp; britanniques. https://t.co/UcyaQPTo02 @vicktop55 @SLindauer2011 @DA_Stockman",
3617,Sun Mar 18 16:50:00 +0000 2018,"Tout de suite sur @MagicFrequence retrouvez votre émission @c_linfo qui vous proposera un décryptage de l'actu de la semaine. #Russie, #Catalogne et bien sûr #France au programme... A écouter dès 18h sur le live: https://t.co/0QUUo4LU6h https://t.co/tWSrGBO3UN",
3618,Sun Mar 18 10:51:42 +0000 2018,Hâte de voir l'Elysée nous expliquer que la réélection de #Poutine exprime un rejet total de sa politique. https://t.co/DPxeo4l3Ul,['Poutine']
3619,Sun Mar 18 12:06:42 +0000 2018,#macron #lrem #enchute #lesrepublicains #ps #fn #Syrie #Qatar #arabie saoudite #Allemagne #Autriche #Suède #Rotterdam #Calais #Paris #Londres #insoumis #Poutine #Russie #bfmtv #Europe #Merkel https://t.co/gcPnSQu3Qv,"['macron', 'lrem', 'enchute', 'lesrepublicains', 'ps', 'fn', 'Syrie', 'Qatar', 'arabie', 'Allemagne', 'Autriche', 'Suède']"
3620,Sun Mar 18 10:40:56 +0000 2018,"J’appelle nos compatriotes à descendre dans la rue massivement, à l’exemple de nos amis allemands, pour réclamer l’arrêt de toutes formes d’#immigration et la mise en œuvre d’une politique de #remigration.
Pour un contre-choc migratoire avec le #CNRE !
https://t.co/o5Ts3AbeqU",
3621,Sun Mar 18 16:50:00 +0000 2018,Le massacre de l'ecole de Haas près d'Idlib par #Poutine. 22 enfants morts. #RevolutionAgainstAssad #Syrie https://t.co/PEsbAk1PeJ,"['Poutine', 'RevolutionAgainstAssad', 'Syrie']"
3622,Sun Mar 18 16:49:59 +0000 2018,Il aurait la double Nationalité ? on pourrait donc l'expulser !!! https://t.co/rvA9IO2Bti,
3627,Sun Mar 18 15:41:40 +0000 2018,Le mieux : à moto! https://t.co/e1a7jTL5YC,
3628,Fri Mar 16 21:19:41 +0000 2018,"En raison des grèves @SNCF une députée LREM vous invite à partir en vacances de Pâques dès maintenant en faisant preuve d’imagination et solidarité : À cheval, charrue, chameau, trottinette, patins à roulettes etc... toutes initiatives sera preuve de créativité  https://t.co/ocdVPxqIGV",
3630,Sun Mar 18 16:49:54 +0000 2018,"Quand Louis #Alliot, vice-president du #FN, annonce se rendre à #Moscou pour ""observer"" l'élection russe...je ne suis pas certain de trouver ça rassurant https://t.co/rvLZhKCFYa","['Alliot', 'FN', 'Moscou']"
3631,Sun Mar 18 15:37:00 +0000 2018,"Plus de réel opposant, pas de campagne, pas de programme : Poutine en route vers la réélection
https://t.co/uc7YwrLJVB https://t.co/6z3jwyen8b",
3634,Sun Mar 18 16:49:53 +0000 2018,"@ICAN7777777 Remarquez, avec nos médiats les Hackers Russes ne sont peut être qu'une fiction, une sorte de loup garou des temps modernes",
3637,Sun Mar 18 15:01:21 +0000 2018,"Bruno Le Maire annonce ""des privatisations importantes"" pour permettre à la France d'investir dans les ""technologies de rupture""

https://t.co/cAhgPaHRn4 https://t.co/QNwlj3rKcE",
3638,Sun Mar 18 16:49:52 +0000 2018,@Corse_Matin Le gouvernement français toujours aussi petits et hypocrites à force de jouer avec le feu ils vont finir par nous y faire brûler ces incendiaires,
3642,Sun Mar 18 16:49:47 +0000 2018,"La bonne alliance est la ... celle de juifs, chrétiens et musulmans qui rejettent le discours occidental et ses guerres ... naturellement on converge vers la meme lecture ... https://t.co/bWCtgg32ZM",
3648,Sun Mar 18 14:30:43 +0000 2018,#Élection présidentielle en #Russie: la carte des milliers de #fraudes constatées lors du vote  ...   #Невыборы2018  #РФ  #Россия  #Russie  #Russie  #Москва  https://t.co/gL6Kl7OIaF https://t.co/Hi3RzNSlzi,"['Élection', 'Russie', 'fraudes', 'Невыборы2018']"
3649,Sun Mar 18 16:49:44 +0000 2018,@QoSaaiJLS @SNCF Tu prend ton vélo fdp,
3652,Sun Mar 18 11:10:31 +0000 2018,"18 Mars, journée d'élection en Russie ! L'occasion d'écouter mon entretien avec @xmoreau45  https://t.co/Jw2Yj5hA8Z",
3653,Sun Mar 18 16:50:22 +0000 2018,"La #ConventionJAM a été un grand moment dans notre vie de citoyen engagé ! De belles rencontres et de nombreux échanges avec les membres du gouvernement ! Notre mouvement est grand, notre tâche est immense mais notre détermination est gigantesque. #JAMPower https://t.co/ChBYoLjqSR",['ConventionJAM']
3655,Sun Mar 18 16:50:47 +0000 2018,Ksenia Sobtchak débarque inopinément dans une émission en direct de Navalny pour lui demander d’unir leurs forces. Réponse de l’intéressé : « Tu es une pièce de ce mécanisme (du pouvoir) » « Tout ce que tu fais est écœurant et hypocritque. Excuse moi pour ma franchise.» #Russie https://t.co/ISrXAOwXR0,
3656,Sun Mar 18 16:33:14 +0000 2018,"Алексей Навальный: «Ты, Ксения, была частью этой махинации. Ты являешься частью этой лживой схемы!» #Невыборы2018 https://t.co/obuOeJIRu5 https://t.co/AQN9lcKvgF",['Невыборы2018']
3658,Sun Mar 18 16:50:46 +0000 2018,Les notes de McCabe s’ajoutent à celle de Comey et nous permettent d’espérer que le pantalon de @POTUS lui glisse aux chevilles! https://t.co/MuKegrs5tB,
3662,Sun Mar 18 16:50:42 +0000 2018,"Ce clan s'était partagé la Russie. Pour ne rien arranger, les judéités de certains d'entre-eux ont alimenté l'antisémitisme qui a cette tendance à s'imbriquer dans ce chauvinisme russe si bien détaillé chez les grands écrivains de cette contrée.",
3666,Sun Mar 18 16:50:39 +0000 2018,"Celle, il ne l’avait pas vue venir notre @EmmanuelMacron https://t.co/PPKPPaMQ8l",
3670,Thu Mar 15 22:19:22 +0000 2018,"Grève à la SNCF deux jours sur cinq : ""Nous allons engager un conflit marathon. Il y a la nécessité de gêner sans trop gêner les voyageurs. Nous voulons faire comprendre notre combat aux Français"", explique Rémi Aufrère-Privel, secrétaire général adjoint de la CFDT Cheminot https://t.co/q6Ibw0hqbQ",
3673,Sun Mar 18 16:50:37 +0000 2018,"Mayotte: surpopulation scolaire, agressions au couteau, racket, vols… les élèves vivent dans la peur https://t.co/Y2qkdFZGHS via @Le_Figaro",
3674,Sat Mar 17 19:27:30 +0000 2018,A la rédac' de Capital aussi on est #AvecLesCheminots  https://t.co/0CSl1XzRig,['AvecLesCheminots']
3676,Sun Mar 18 16:50:34 +0000 2018,"Avec ce règlement à la con, il suffit d'un seul pays qui s'y oppose et rien ne se fera jamais
Le pays qui s'y oppose est en général celui qui en profite &amp; ne va pas changer
Il suffit de modifier ce règlement &gt; ""pas à l'unanimité &amp; pas juge &amp; partie"" #QuestionsPol #BLM #GAFA https://t.co/QDzuTxIZPr",
3677,Sun Mar 18 12:06:03 +0000 2018,"Bruno Le Maire : ""Taxer les géants du numérique, c'est une question de justice; il n'y a plus que l'Irlande qui est contre"" #Questionspol #GAFA https://t.co/XKAcXxnPT7",
3680,Sun Mar 18 16:50:33 +0000 2018,Qu’a fait #Poutine en 12 ans de gouvernement ? https://t.co/r7VvigRfql #Depardieu #Russie #Elections2018,"['Poutine', 'Depardieu', 'Russie', 'Elections2018']"
3681,Sun Mar 18 10:50:29 +0000 2018," EN DIRECT - #Ukraine : La police bloque le bâtiment de l'ambassade de #Russie à #Kiev impossible de voter à l'élection présidentielle russe."" #PresidentielleRussie2018 #RussiaElections2018 https://t.co/sJG4MRsmMg","['Ukraine', 'Russie', 'Kiev']"
3691,Sun Mar 18 16:50:28 +0000 2018,@hey_loudie @SNCF Ptdrrrrrrrr Ca va être le feu  et bien entendu le gouvernement ne va pas bouger d'un poil,
3692,Sun Mar 18 09:46:42 +0000 2018,Même Gerard #Depardieu vote  (ambassade russe à Paris) nous dit RT...  #présidentielle #Russie https://t.co/0fGJk46iPn,"['Depardieu', 'présidentielle', 'Russie']"
3695,Sun Mar 18 16:50:26 +0000 2018,C'est quelqu'un ce Poutine! https://t.co/pb3OEPP3Up,
3697,Sun Mar 18 16:50:26 +0000 2018,Ce ministre qui commence à agacer le gouvernement sur Orange Actualités https://t.co/BZXTDmIQie,
3699,Sun Mar 18 16:50:24 +0000 2018,"#Russie Au-delà de la question des fraudes dans les bureaux de vote, tout un éventail de mesures a été pris en amont pour gonfler la participation, enjeu principal du scrutin https://t.co/JIVAujZpj9",['Russie']
3701,Sun Mar 18 16:50:23 +0000 2018,La carte des milliers de fraudes constatées pendant la présidentielle russe  https://t.co/vJBZCdZbNb,
3704,Sun Mar 18 16:50:22 +0000 2018,"@AnneNivat Je regarde votre reportage en Russie formidable comme tout ce que vous faites. Bravo. La parole des Russes interwiever est fataliste, on sent la résignation. Comme dans les dictatures. Poutine peut dormir tranquille.",
3708,Sun Mar 18 16:50:16 +0000 2018,"Un peu de news pour ces élections russes qui marquent d'un élan de participation
L'atmosphère de ces élections n'est pas du tout restituée, sauf pour signaler du bourrage d'urnes .. //
 https://t.co/mR1Avg2DQS",
3713,Sun Mar 18 16:51:16 +0000 2018,@sputnik_fr Maintenant que les russes ont voté !,
3715,Sun Mar 18 16:51:15 +0000 2018,Tout ne va pas aussi mal à #Mayotte en ce moment hein! Certes nous avons 25% de chômage mais voici de quoi réfléchir (et espérer?). Sortir du chômage en créant son activité: 10 activités à créer à Mayotte en 2018 https://t.co/k2GqzEc6cq #Mayotte #Entrepreneur #FemmeEntrepreneure,['Mayotte']
3720,Sun Mar 18 15:41:58 +0000 2018,"Dans un régime démocratique, le peuple est libre de se choisir un roi, un président, un gouvernement collégial ou de délibérer lui-même de ses affaires via une assemblée. Les élections ne sont qu'une modalité procédurale dans un régime démocratique et non une fin en soi.",
3721,Sun Mar 18 13:00:40 +0000 2018,Journée spéciale réforme de la SNCF sur France Bleu Saint-Etienne Loire https://t.co/8psQYwl8TN,
3722,Sun Mar 18 16:18:57 +0000 2018,"Bien sûr que le gouvernement ne cédera pas devant la grève des cheminots. 
Que pensez vous qu'ils en aient à faire de vos galères 
S'ils assument deja de diminuer votre pouvoir d'achat c'est pas dans l'esprit de vous rendre la vie plus facile 

#sncf",
3724,Sun Mar 18 16:51:09 +0000 2018,"La #Russie la grogne sociale, les réformes au pas de charge... Je suis ravi de débattre à #lesinformes ce soir à 20h, @franceinfo avec Maud Guillaumin, @ernenwein et @LaurentMauduit Notre maître de cérémonie : @NeveuxP bien sûr ! A tout à l'heure ! @Francetele","['Russie', 'lesinformes']"
3729,Sun Mar 18 16:51:07 +0000 2018,"@DiogenedArc Pour un PIB 10 supérieur aux commores.
Mayotte en 2011 a réaffirmé son appartenance à la republique.
@EmmanuelMacron doit donc agir vite pour que la violence et l'immigration diminuent.",
3731,Sun Mar 18 11:27:36 +0000 2018,Le gouvernement du PLQ fait des nominations partisanes pour placer son monde un peu partout ! Le prochain gouvernement de la CAQ ou du PQ devra faire le ménage ! Il y aura un prix à payer mais dehors la rapace libérale ! C’est ASSEZ !!!!!,
3733,Sun Mar 18 16:51:05 +0000 2018,"La  Russie, ce territoire rempli d'un vaste Poutine https://t.co/WNv5vwTPGh #Politique internationale via @WikiStrikeW",['Politique']
3734,Fri Mar 16 15:37:06 +0000 2018,#SNCF80ans ! Et rendez-vous pour la Collection 80 ans avec @mecadocarchive à la @citedutrain samedi et dimanche ! https://t.co/XEe0QnFUW2,['SNCF80ans']
3735,Fri Mar 16 13:21:04 +0000 2018,Plus que quelques heures avant l'inauguration et l'ouverture de l'exposition élaborée par nos étudiants sur la gare centrale de @mulhouse dans le cadre du programme 80 ans SNCF! https://t.co/xuBkQIZPXP,
3736,Sun Mar 18 16:51:02 +0000 2018,@fandetv @a_bellanger @rafftho @francoisgapihan Un sentiment d'infériorité en tout et pour tout qui se transforme en dénigrement systématique de Poutine .Jalousie et bêtise quand tu nous tiens ...,
3739,Sun Mar 18 16:37:28 +0000 2018,@gerard_larcher  est notre meilleur rempart pour éviter une remise en cause  par le gouvernement de l’équilibre des pouvoirs de la V eme République https://t.co/IPR6Tpl2aM,
3740,Sat Mar 17 16:54:54 +0000 2018,Nous soutiendrons le gouvernement dans ses réformes mais nous irons plus loin : toujours nous penserons la France de demain! #ConventionJAM https://t.co/QlNvOzcnxT,
